wmo,field,ui_value,decoder_ui_api_value,upstream_or_registry_source,upstream_value,independently_calculated_value,transformation,verification,api_generated_at_utc,result
2902201,Longitude,61.077°E,61.077,https://data-argo.ifremer.fr/dac/incois/2902201/2902201_Rtraj.nc [LONGITUDE index 9007; JULD; POSITION_QC=1],61.077,61.077,"Newest paired QC 1/2 position, same source row as latitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902201,Last Transmission,2025-09-26 20:21 UTC,2025-09-26T20:21:45+00:00,https://data-argo.ifremer.fr/dac/incois/2902201/2902201_Rtraj.nc [JULD_LAST_MESSAGE index 347; raw JULD=27662.848437500186],JULD_LAST_MESSAGE[347] = 27662.848437500186 days since 1950-01-01 UTC,2025-09-26T20:21:45+00:00,Maximum valid authoritative per-cycle field; UTC; no measurement/profile substitution,UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902201,Expected Next Communication,2025-10-06 20:21 UTC,2025-10-06T20:21:45+00:00,https://data-argo.ifremer.fr/dac/incois/2902201/2902201_Rtraj.nc [JULD_LAST_MESSAGE index 347; raw JULD=27662.848437500186],2025-09-26T20:21:45+00:00,2025-10-06T20:21:45+00:00,Last Transmission +10 exact UTC days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902201,No Communication / elapsed days,359 d,359.05771503461807,https://data-argo.ifremer.fr/dac/incois/2902201/2902201_Rtraj.nc [JULD_LAST_MESSAGE index 347; raw JULD=27662.848437500186],2025-09-26T20:21:45+00:00,359.05771503461807,(API generated_at - Last Transmission)/86400; UI floors completed days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902201,Communication Status,NO COMMUNICATION 60+ DAYS,NO COMMUNICATION 60+ DAYS,https://data-argo.ifremer.fr/dac/incois/2902201/2902201_Rtraj.nc [JULD_LAST_MESSAGE index 347; raw JULD=27662.848437500186],2025-09-26T20:21:45+00:00,NO COMMUNICATION 60+ DAYS,<=10 ACTIVE; >10 and <60 OVERDUE; >=60 NO COMMUNICATION; no timestamp NO DATA,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902201,Prof# (highest cycle),350,350,https://data-argo.ifremer.fr/dac/incois/2902201/profiles/ [recognized filenames; distinct positive cycles],350,350,"Maximum recognized published cycle, not available count",UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902201,Profiles Missing,0,0,https://data-argo.ifremer.fr/dac/incois/2902201/profiles/ [recognized filenames; distinct positive cycles],0,0,Missing cycle numbers in 1..Prof# across recognized profile families,UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902203,WMO ID,2902203,2902203,config/metadata/meta.csv:11 [WMO id] | https://data-argo.ifremer.fr/dac/incois/2902203/2902203_meta.nc [PLATFORM_NUMBER],2902203,2902203,Current preset WMO; validate upstream PLATFORM_NUMBER,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902203,Internal ID,152398,152398,"config/metadata/meta.csv:11 [Argos number, else imei]",Not used: local registry only; operational identity not independently verified,152398,"Local PTT, else local IMEI; unavailable stays null",LOCAL SOURCE MATCH,2026-09-20T21:44:51.578991+00:00,PASS
2902203,Float Type,APEX,APEX,config/metadata/meta.csv + MultiCsvLoader.load_info(wmo).float_type → preset.platform_type | https://data-argo.ifremer.fr/dac/incois/2902203/2902203_meta.nc [PLATFORM_TYPE],APEX,APEX,Preset platform_type; public metadata cross-check where available,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902203,Latitude,13.802°N,13.802,https://data-argo.ifremer.fr/dac/incois/2902203/profiles/R2902203_374.nc [LATITUDE index 0; JULD_LOCATION; POSITION_QC=1],13.802,13.802,"Newest paired QC 1/2 position, same source row as longitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902203,Longitude,65.138°E,65.138,https://data-argo.ifremer.fr/dac/incois/2902203/profiles/R2902203_374.nc [LONGITUDE index 0; JULD_LOCATION; POSITION_QC=1],65.138,65.138,"Newest paired QC 1/2 position, same source row as latitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902203,Last Transmission,2026-05-15 20:59 UTCTRAJ LAG,2026-05-15T20:59:17+00:00,https://data-argo.ifremer.fr/dac/incois/2902203/2902203_Rtraj.nc [JULD_LAST_MESSAGE index 360; raw JULD=27893.87450231472],JULD_LAST_MESSAGE[360] = 27893.87450231472 days since 1950-01-01 UTC,2026-05-15T20:59:17+00:00,Maximum valid authoritative per-cycle field; UTC; no measurement/profile substitution,UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902203,Expected Next Communication,2026-05-25 20:59 UTC,2026-05-25T20:59:17+00:00,https://data-argo.ifremer.fr/dac/incois/2902203/2902203_Rtraj.nc [JULD_LAST_MESSAGE index 360; raw JULD=27893.87450231472],2026-05-15T20:59:17+00:00,2026-05-25T20:59:17+00:00,Last Transmission +10 exact UTC days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902203,No Communication / elapsed days,128 d,128.03165021980323,https://data-argo.ifremer.fr/dac/incois/2902203/2902203_Rtraj.nc [JULD_LAST_MESSAGE index 360; raw JULD=27893.87450231472],2026-05-15T20:59:17+00:00,128.03165021980323,(API generated_at - Last Transmission)/86400; UI floors completed days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902203,Communication Status,NO COMMUNICATION 60+ DAYS,NO COMMUNICATION 60+ DAYS,https://data-argo.ifremer.fr/dac/incois/2902203/2902203_Rtraj.nc [JULD_LAST_MESSAGE index 360; raw JULD=27893.87450231472],2026-05-15T20:59:17+00:00,NO COMMUNICATION 60+ DAYS,<=10 ACTIVE; >10 and <60 OVERDUE; >=60 NO COMMUNICATION; no timestamp NO DATA,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902203,Prof# (highest cycle),374,374,https://data-argo.ifremer.fr/dac/incois/2902203/profiles/ [recognized filenames; distinct positive cycles],374,374,"Maximum recognized published cycle, not available count",UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902203,Profiles Missing,8,8,https://data-argo.ifremer.fr/dac/incois/2902203/profiles/ [recognized filenames; distinct positive cycles],8,8,Missing cycle numbers in 1..Prof# across recognized profile families,UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902206,WMO ID,2902206,2902206,config/metadata/meta.csv:10 [WMO id] | https://data-argo.ifremer.fr/dac/incois/2902206/2902206_meta.nc [PLATFORM_NUMBER],2902206,2902206,Current preset WMO; validate upstream PLATFORM_NUMBER,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902206,Internal ID,152397,152397,"config/metadata/meta.csv:10 [Argos number, else imei]",Not used: local registry only; operational identity not independently verified,152397,"Local PTT, else local IMEI; unavailable stays null",LOCAL SOURCE MATCH,2026-09-20T21:44:51.578991+00:00,PASS
2902206,Float Type,APEX,APEX,config/metadata/meta.csv + MultiCsvLoader.load_info(wmo).float_type → preset.platform_type | https://data-argo.ifremer.fr/dac/incois/2902206/2902206_meta.nc [PLATFORM_TYPE],APEX,APEX,Preset platform_type; public metadata cross-check where available,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902206,Latitude,9.376°N,9.376,https://data-argo.ifremer.fr/dac/incois/2902206/2902206_Rtraj.nc [LATITUDE index 7355; JULD; POSITION_QC=1],9.376,9.376,"Newest paired QC 1/2 position, same source row as longitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902206,Longitude,67.639°E,67.639,https://data-argo.ifremer.fr/dac/incois/2902206/2902206_Rtraj.nc [LONGITUDE index 7355; JULD; POSITION_QC=1],67.639,67.639,"Newest paired QC 1/2 position, same source row as latitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902206,Last Transmission,2026-01-20 14:14 UTC,2026-01-20T14:14:23+00:00,https://data-argo.ifremer.fr/dac/incois/2902206/2902206_Rtraj.nc [JULD_LAST_MESSAGE index 356; raw JULD=27778.593321759254],JULD_LAST_MESSAGE[356] = 27778.593321759254 days since 1950-01-01 UTC,2026-01-20T14:14:23+00:00,Maximum valid authoritative per-cycle field; UTC; no measurement/profile substitution,UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902206,Expected Next Communication,2026-01-30 14:14 UTC,2026-01-30T14:14:23+00:00,https://data-argo.ifremer.fr/dac/incois/2902206/2902206_Rtraj.nc [JULD_LAST_MESSAGE index 356; raw JULD=27778.593321759254],2026-01-20T14:14:23+00:00,2026-01-30T14:14:23+00:00,Last Transmission +10 exact UTC days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902206,No Communication / elapsed days,243 d,243.3128307753588,https://data-argo.ifremer.fr/dac/incois/2902206/2902206_Rtraj.nc [JULD_LAST_MESSAGE index 356; raw JULD=27778.593321759254],2026-01-20T14:14:23+00:00,243.3128307753588,(API generated_at - Last Transmission)/86400; UI floors completed days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902206,Communication Status,NO COMMUNICATION 60+ DAYS,NO COMMUNICATION 60+ DAYS,https://data-argo.ifremer.fr/dac/incois/2902206/2902206_Rtraj.nc [JULD_LAST_MESSAGE index 356; raw JULD=27778.593321759254],2026-01-20T14:14:23+00:00,NO COMMUNICATION 60+ DAYS,<=10 ACTIVE; >10 and <60 OVERDUE; >=60 NO COMMUNICATION; no timestamp NO DATA,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902206,Prof# (highest cycle),352,352,https://data-argo.ifremer.fr/dac/incois/2902206/profiles/ [recognized filenames; distinct positive cycles],352,352,"Maximum recognized published cycle, not available count",UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902206,Profiles Missing,0,0,https://data-argo.ifremer.fr/dac/incois/2902206/profiles/ [recognized filenames; distinct positive cycles],0,0,Missing cycle numbers in 1..Prof# across recognized profile families,UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902222,WMO ID,2902222,2902222,config/metadata/meta.csv:2 [WMO id] | https://data-argo.ifremer.fr/dac/incois/2902222/2902222_meta.nc [PLATFORM_NUMBER],2902222,2902222,Current preset WMO; validate upstream PLATFORM_NUMBER,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902222,Internal ID,152389,152389,"config/metadata/meta.csv:2 [Argos number, else imei]",Not used: local registry only; operational identity not independently verified,152389,"Local PTT, else local IMEI; unavailable stays null",LOCAL SOURCE MATCH,2026-09-20T21:44:51.578991+00:00,PASS
2902222,Float Type,APEX,APEX,config/metadata/meta.csv + MultiCsvLoader.load_info(wmo).float_type → preset.platform_type | https://data-argo.ifremer.fr/dac/incois/2902222/2902222_meta.nc [PLATFORM_TYPE],APEX,APEX,Preset platform_type; public metadata cross-check where available,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902222,Latitude,59.985°S,-59.985,https://data-argo.ifremer.fr/dac/incois/2902222/2902222_Rtraj.nc [LATITUDE index 10835; JULD; POSITION_QC=1],-59.985,-59.985,"Newest paired QC 1/2 position, same source row as longitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902222,Longitude,132.847°W,-132.847,https://data-argo.ifremer.fr/dac/incois/2902222/2902222_Rtraj.nc [LONGITUDE index 10835; JULD; POSITION_QC=1],-132.847,-132.847,"Newest paired QC 1/2 position, same source row as latitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902222,Last Transmission,2026-08-12 15:22 UTC,2026-08-12T15:22:42+00:00,https://data-argo.ifremer.fr/dac/incois/2902222/2902222_Rtraj.nc [JULD_LAST_MESSAGE index 339; raw JULD=27982.640763889067],JULD_LAST_MESSAGE[339] = 27982.640763889067 days since 1950-01-01 UTC,2026-08-12T15:22:42+00:00,Maximum valid authoritative per-cycle field; UTC; no measurement/profile substitution,UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902222,Expected Next Communication,2026-08-22 15:22 UTC,2026-08-22T15:22:42+00:00,https://data-argo.ifremer.fr/dac/incois/2902222/2902222_Rtraj.nc [JULD_LAST_MESSAGE index 339; raw JULD=27982.640763889067],2026-08-12T15:22:42+00:00,2026-08-22T15:22:42+00:00,Last Transmission +10 exact UTC days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902222,No Communication / elapsed days,39 d,39.26538864572917,https://data-argo.ifremer.fr/dac/incois/2902222/2902222_Rtraj.nc [JULD_LAST_MESSAGE index 339; raw JULD=27982.640763889067],2026-08-12T15:22:42+00:00,39.26538864572917,(API generated_at - Last Transmission)/86400; UI floors completed days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902222,Communication Status,OVERDUE,OVERDUE,https://data-argo.ifremer.fr/dac/incois/2902222/2902222_Rtraj.nc [JULD_LAST_MESSAGE index 339; raw JULD=27982.640763889067],2026-08-12T15:22:42+00:00,OVERDUE,<=10 ACTIVE; >10 and <60 OVERDUE; >=60 NO COMMUNICATION; no timestamp NO DATA,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902222,Prof# (highest cycle),350,350,https://data-argo.ifremer.fr/dac/incois/2902222/profiles/ [recognized filenames; distinct positive cycles],350,350,"Maximum recognized published cycle, not available count",UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902222,Profiles Missing,1,1,https://data-argo.ifremer.fr/dac/incois/2902222/profiles/ [recognized filenames; distinct positive cycles],1,1,Missing cycle numbers in 1..Prof# across recognized profile families,UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902223,WMO ID,2902223,2902223,config/metadata/meta.csv:3 [WMO id] | https://data-argo.ifremer.fr/dac/incois/2902223/2902223_meta.nc [PLATFORM_NUMBER],2902223,2902223,Current preset WMO; validate upstream PLATFORM_NUMBER,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902223,Internal ID,152382,152382,"config/metadata/meta.csv:3 [Argos number, else imei]",Not used: local registry only; operational identity not independently verified,152382,"Local PTT, else local IMEI; unavailable stays null",LOCAL SOURCE MATCH,2026-09-20T21:44:51.578991+00:00,PASS
2902223,Float Type,APEX,APEX,config/metadata/meta.csv + MultiCsvLoader.load_info(wmo).float_type → preset.platform_type | https://data-argo.ifremer.fr/dac/incois/2902223/2902223_meta.nc [PLATFORM_TYPE],APEX,APEX,Preset platform_type; public metadata cross-check where available,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902223,Latitude,45.719°S,-45.719,https://data-argo.ifremer.fr/dac/incois/2902223/2902223_Rtraj.nc [LATITUDE index 9383; JULD; POSITION_QC=1],-45.719,-45.719,"Newest paired QC 1/2 position, same source row as longitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902223,Longitude,8.043°E,8.043,https://data-argo.ifremer.fr/dac/incois/2902223/2902223_Rtraj.nc [LONGITUDE index 9383; JULD; POSITION_QC=1],8.043,8.043,"Newest paired QC 1/2 position, same source row as latitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902223,Last Transmission,2026-09-12 06:10 UTC,2026-09-12T06:10:30+00:00,https://data-argo.ifremer.fr/dac/incois/2902223/2902223_Rtraj.nc [JULD_LAST_MESSAGE index 342; raw JULD=28013.257291666698],JULD_LAST_MESSAGE[342] = 28013.257291666698 days since 1950-01-01 UTC,2026-09-12T06:10:30+00:00,Maximum valid authoritative per-cycle field; UTC; no measurement/profile substitution,UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902223,Expected Next Communication,2026-09-22 06:10 UTC,2026-09-22T06:10:30+00:00,https://data-argo.ifremer.fr/dac/incois/2902223/2902223_Rtraj.nc [JULD_LAST_MESSAGE index 342; raw JULD=28013.257291666698],2026-09-12T06:10:30+00:00,2026-09-22T06:10:30+00:00,Last Transmission +10 exact UTC days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902223,No Communication / elapsed days,8 d,8.648860867951388,https://data-argo.ifremer.fr/dac/incois/2902223/2902223_Rtraj.nc [JULD_LAST_MESSAGE index 342; raw JULD=28013.257291666698],2026-09-12T06:10:30+00:00,8.648860867951388,(API generated_at - Last Transmission)/86400; UI floors completed days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902223,Communication Status,ACTIVE,ACTIVE,https://data-argo.ifremer.fr/dac/incois/2902223/2902223_Rtraj.nc [JULD_LAST_MESSAGE index 342; raw JULD=28013.257291666698],2026-09-12T06:10:30+00:00,ACTIVE,<=10 ACTIVE; >10 and <60 OVERDUE; >=60 NO COMMUNICATION; no timestamp NO DATA,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902223,Prof# (highest cycle),353,353,https://data-argo.ifremer.fr/dac/incois/2902223/profiles/ [recognized filenames; distinct positive cycles],353,353,"Maximum recognized published cycle, not available count",UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902223,Profiles Missing,3,3,https://data-argo.ifremer.fr/dac/incois/2902223/profiles/ [recognized filenames; distinct positive cycles],3,3,Missing cycle numbers in 1..Prof# across recognized profile families,UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902224,WMO ID,2902224,2902224,config/metadata/meta.csv:4 [WMO id] | https://data-argo.ifremer.fr/dac/incois/2902224/2902224_meta.nc [PLATFORM_NUMBER],2902224,2902224,Current preset WMO; validate upstream PLATFORM_NUMBER,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902224,Internal ID,152390,152390,"config/metadata/meta.csv:4 [Argos number, else imei]",Not used: local registry only; operational identity not independently verified,152390,"Local PTT, else local IMEI; unavailable stays null",LOCAL SOURCE MATCH,2026-09-20T21:44:51.578991+00:00,PASS
2902224,Float Type,APEX,APEX,config/metadata/meta.csv + MultiCsvLoader.load_info(wmo).float_type → preset.platform_type | https://data-argo.ifremer.fr/dac/incois/2902224/2902224_meta.nc [PLATFORM_TYPE],APEX,APEX,Preset platform_type; public metadata cross-check where available,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902224,Latitude,42.097°S,-42.097,https://data-argo.ifremer.fr/dac/incois/2902224/2902224_Rtraj.nc [LATITUDE index 10497; JULD; POSITION_QC=1],-42.097,-42.097,"Newest paired QC 1/2 position, same source row as longitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902224,Longitude,33.661°W,-33.661,https://data-argo.ifremer.fr/dac/incois/2902224/2902224_Rtraj.nc [LONGITUDE index 10497; JULD; POSITION_QC=1],-33.661,-33.661,"Newest paired QC 1/2 position, same source row as latitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902224,Last Transmission,2026-05-02 02:32 UTCTRAJ LAG,2026-05-02T02:32:49+00:00,https://data-argo.ifremer.fr/dac/incois/2902224/2902224_Rtraj.nc [JULD_LAST_MESSAGE index 333; raw JULD=27880.10612268513],JULD_LAST_MESSAGE[333] = 27880.10612268513 days since 1950-01-01 UTC,2026-05-02T02:32:49+00:00,Maximum valid authoritative per-cycle field; UTC; no measurement/profile substitution,UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902224,Expected Next Communication,2026-05-12 02:32 UTC,2026-05-12T02:32:49+00:00,https://data-argo.ifremer.fr/dac/incois/2902224/2902224_Rtraj.nc [JULD_LAST_MESSAGE index 333; raw JULD=27880.10612268513],2026-05-02T02:32:49+00:00,2026-05-12T02:32:49+00:00,Last Transmission +10 exact UTC days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902224,No Communication / elapsed days,141 d,141.80002984943286,https://data-argo.ifremer.fr/dac/incois/2902224/2902224_Rtraj.nc [JULD_LAST_MESSAGE index 333; raw JULD=27880.10612268513],2026-05-02T02:32:49+00:00,141.80002984943286,(API generated_at - Last Transmission)/86400; UI floors completed days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902224,Communication Status,NO COMMUNICATION 60+ DAYS,NO COMMUNICATION 60+ DAYS,https://data-argo.ifremer.fr/dac/incois/2902224/2902224_Rtraj.nc [JULD_LAST_MESSAGE index 333; raw JULD=27880.10612268513],2026-05-02T02:32:49+00:00,NO COMMUNICATION 60+ DAYS,<=10 ACTIVE; >10 and <60 OVERDUE; >=60 NO COMMUNICATION; no timestamp NO DATA,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902224,Prof# (highest cycle),348,348,https://data-argo.ifremer.fr/dac/incois/2902224/profiles/ [recognized filenames; distinct positive cycles],348,348,"Maximum recognized published cycle, not available count",UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2902224,Profiles Missing,3,3,https://data-argo.ifremer.fr/dac/incois/2902224/profiles/ [recognized filenames; distinct positive cycles],3,3,Missing cycle numbers in 1..Prof# across recognized profile families,UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2904082,WMO ID,2904082,2904082,config/metadata/meta.csv:14 [WMO id] | https://data-argo.ifremer.fr/dac/incois/2904082/2904082_meta.nc [PLATFORM_NUMBER],2904082,2904082,Current preset WMO; validate upstream PLATFORM_NUMBER,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2904082,Internal ID,124250,124250,"config/metadata/meta.csv:14 [Argos number, else imei]",Not used: local registry only; operational identity not independently verified,124250,"Local PTT, else local IMEI; unavailable stays null",LOCAL SOURCE MATCH,2026-09-20T21:44:51.578991+00:00,PASS
2904082,Float Type,ARVOR,ARVOR,config/metadata/meta.csv + MultiCsvLoader.load_info(wmo).float_type → preset.platform_type | https://data-argo.ifremer.fr/dac/incois/2904082/2904082_meta.nc [PLATFORM_TYPE],ARVOR,ARVOR,Preset platform_type; public metadata cross-check where available,LOCAL + UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2904082,Latitude,10.267°N,10.266666666666667,https://data-argo.ifremer.fr/dac/incois/2904082/profiles/R2904082_025.nc [LATITUDE index 0; JULD_LOCATION; POSITION_QC=1],10.266666666666667,10.266666666666667,"Newest paired QC 1/2 position, same source row as longitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2904082,Longitude,63.433°E,63.43333333333333,https://data-argo.ifremer.fr/dac/incois/2904082/profiles/R2904082_025.nc [LONGITUDE index 0; JULD_LOCATION; POSITION_QC=1],63.43333333333333,63.43333333333333,"Newest paired QC 1/2 position, same source row as latitude; table rounds to 3 decimals",UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2904082,Last Transmission,2026-05-05 07:14 UTCTRAJ LAG,2026-05-05T07:14:13+00:00,https://data-argo.ifremer.fr/dac/incois/2904082/2904082_Rtraj.nc [JULD_LAST_MESSAGE index 12; raw JULD=27883.301539351698],JULD_LAST_MESSAGE[12] = 27883.301539351698 days since 1950-01-01 UTC,2026-05-05T07:14:13+00:00,Maximum valid authoritative per-cycle field; UTC; no measurement/profile substitution,UPSTREAM VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2904082,Expected Next Communication,2026-05-15 07:14 UTC,2026-05-15T07:14:13+00:00,https://data-argo.ifremer.fr/dac/incois/2904082/2904082_Rtraj.nc [JULD_LAST_MESSAGE index 12; raw JULD=27883.301539351698],2026-05-05T07:14:13+00:00,2026-05-15T07:14:13+00:00,Last Transmission +10 exact UTC days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2904082,No Communication / elapsed days,138 d,138.6046131827662,https://data-argo.ifremer.fr/dac/incois/2904082/2904082_Rtraj.nc [JULD_LAST_MESSAGE index 12; raw JULD=27883.301539351698],2026-05-05T07:14:13+00:00,138.6046131827662,(API generated_at - Last Transmission)/86400; UI floors completed days,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2904082,Communication Status,NO COMMUNICATION 60+ DAYS,NO COMMUNICATION 60+ DAYS,https://data-argo.ifremer.fr/dac/incois/2904082/2904082_Rtraj.nc [JULD_LAST_MESSAGE index 12; raw JULD=27883.301539351698],2026-05-05T07:14:13+00:00,NO COMMUNICATION 60+ DAYS,<=10 ACTIVE; >10 and <60 OVERDUE; >=60 NO COMMUNICATION; no timestamp NO DATA,POLICY CALCULATION VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2904082,Prof# (highest cycle),25,25,https://data-argo.ifremer.fr/dac/incois/2904082/profiles/ [recognized filenames; distinct positive cycles],25,25,"Maximum recognized published cycle, not available count",UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
2904082,Profiles Missing,0,0,https://data-argo.ifremer.fr/dac/incois/2904082/profiles/ [recognized filenames; distinct positive cycles],0,0,Missing cycle numbers in 1..Prof# across recognized profile families,UPSTREAM LISTING VERIFIED,2026-09-20T21:44:51.578991+00:00,PASS
6902892,WMO ID,6902892,6902892,config/registry_apf9.csv:2 [wmo],Outside configured DAC; local source only,6902892,Current preset WMO; validate upstream PLATFORM_NUMBER,LOCAL SOURCE MATCH,2026-09-20T21:45:51.293639+00:00,PASS
6902892,Internal ID,589584,589584,"config/registry_apf9.csv:2 [ptt, else imei]",Not used: local registry only; operational identity not independently verified,589584,"Local PTT, else local IMEI; unavailable stays null",LOCAL SOURCE MATCH,2026-09-20T21:45:51.293639+00:00,PASS
6902892,Float Type,ARVOR_D,ARVOR_D,config/registry.csv:2 [platform_type],Outside configured DAC; local source only,ARVOR_D,Preset platform_type; public metadata cross-check where available,LOCAL SOURCE MATCH,2026-09-20T21:45:51.293639+00:00,PASS
6902892,Latitude,—,,No record in configured dac/incois; public dac/coriolis Rtraj independently confirmed by HEAD (not used without scope approval).,,,"Newest paired QC 1/2 position, same source row as longitude; table rounds to 3 decimals",VERIFIED UNAVAILABLE IN CONFIGURED DAC,2026-09-20T21:45:51.293639+00:00,PASS
6902892,Longitude,—,,No record in configured dac/incois; public dac/coriolis Rtraj independently confirmed by HEAD (not used without scope approval).,,,"Newest paired QC 1/2 position, same source row as latitude; table rounds to 3 decimals",VERIFIED UNAVAILABLE IN CONFIGURED DAC,2026-09-20T21:45:51.293639+00:00,PASS
6902892,Last Transmission,—,,No record in configured dac/incois; public dac/coriolis Rtraj independently confirmed by HEAD (not used without scope approval).,No record in configured dac/incois; public dac/coriolis Rtraj independently confirmed by HEAD (not used without scope approval).,,Maximum valid authoritative per-cycle field; UTC; no measurement/profile substitution,UNAVAILABLE; NOT INFERRED,2026-09-20T21:45:51.293639+00:00,PASS
